"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr5",53034848,53035248,401,"*","ZF27_neurog2_peak_918",38,".",5.65807,7.82968,3.87359,51,"Promoter (2-3kb)",5,53038081,53061401,23321,1,"20531","ENSMUST00000170523.7",-2833,"ENSMUSG00000029188","Slc34a2","solute carrier family 34 (sodium phosphate), member 2"
"chr5",58930238,58930488,251,"*","ZF27_neurog2_peak_919",38,".",5.65807,7.82968,3.87359,148,"Distal Intergenic",5,58443239,58452999,9761,2,"78163","ENSMUST00000199751.1",-477239,"ENSMUSG00000105234","4930459L07Rik","RIKEN cDNA 4930459L07 gene"
"chr5",60779763,60780080,318,"*","ZF27_neurog2_peak_920",38,".",5.65807,7.82968,3.87359,151,"Distal Intergenic",5,59963119,59986004,22886,2,"71057","ENSMUST00000197579.4",-793759,"ENSMUSG00000106013","4933402J10Rik","RIKEN cDNA 4933402J10 gene"
"chr5",69061354,69061754,401,"*","ZF27_neurog2_peak_921",27,".",4.95081,6.54091,2.73004,327,"Distal Intergenic",5,69296209,69341677,45469,2,"243043","ENSMUST00000087231.3",279923,"ENSMUSG00000037653","Kctd8","potassium channel tetramerisation domain containing 8"
"chr5",70704999,70705423,425,"*","ZF27_neurog2_peak_922",27,".",4.95081,6.54091,2.73004,402,"Distal Intergenic",5,70751775,70842204,90430,2,"14405","ENSMUST00000199705.1",136781,"ENSMUSG00000001260","Gabrg1","gamma-aminobutyric acid type A receptor subunit gamma 1"
"chr5",76509129,76509408,280,"*","ZF27_neurog2_peak_923",38,".",5.65807,7.82968,3.87359,83,"Intron (ENSMUST00000191515.7/639545, intron 3 of 3)",5,76529311,76570294,40984,1,"69940","ENSMUST00000087133.10",-19903,"ENSMUSG00000036435","Exoc1","exocyst complex component 1"
"chr5",78477193,78477474,282,"*","ZF27_neurog2_peak_924",77,".",7.77984,11.9797,7.74668,84,"Distal Intergenic",5,77465488,77468851,3364,1,"69370","ENSMUST00000201654.1",1011705,"ENSMUSG00000107232","1700017L05Rik","RIKEN cDNA 1700017L05 gene"
"chr5",88152111,88152836,726,"*","ZF27_neurog2_peak_925",27,".",4.95081,6.54091,2.73004,290,"Distal Intergenic",5,88086556,88109053,22498,1,"20600","ENSMUST00000196477.4",65555,"ENSMUSG00000029281","Smr2","submaxillary gland androgen regulated protein 2"
"chr5",89620230,89621351,1122,"*","ZF27_neurog2_peak_926",91,".",8.4871,13.4432,9.14962,870,"Distal Intergenic",5,89527429,89583740,56312,1,"104443","ENSMUST00000048557.2",92801,"ENSMUSG00000035528","Npffr2","neuropeptide FF receptor 2"
"chr5",91422690,91423076,387,"*","ZF27_neurog2_peak_927",233,".",14.8524,27.9248,23.3699,276,"Distal Intergenic",5,91357261,91402994,45734,2,"12223","ENSMUST00000121044.5",-19696,"ENSMUSG00000082361","Btc","betacellulin, epidermal growth factor family member"
"chr5",92918033,92918280,248,"*","ZF27_neurog2_peak_928",106,".",9.19436,14.9412,10.6014,108,"Intron (ENSMUST00000113055.8/27428, intron 2 of 10)",5,92925407,92940455,15049,1,"27428","ENSMUST00000172706.1",-7127,"ENSMUSG00000029381","Shroom3","shroom family member 3"
"chr5",94864418,94864678,261,"*","ZF27_neurog2_peak_929",16,".",4.24355,5.30939,1.68841,104,"Promoter (<=1kb)",5,94865436,94885388,19953,1,"100041253","ENSMUST00000202911.3",-758,"ENSMUSG00000095996","Pramel60","PRAME like 60"
"chr5",96393269,96393526,258,"*","ZF27_neurog2_peak_930",16,".",4.24355,5.30939,1.68841,111,"Intron (ENSMUST00000036019.4/231470, intron 2 of 73)",5,96374435,96387634,13200,1,"231470","ENSMUST00000196751.1",18834,"ENSMUSG00000034687","Fras1","Fraser extracellular matrix complex subunit 1"
"chr5",96846711,96846961,251,"*","ZF27_neurog2_peak_931",27,".",4.95081,6.54091,2.73004,35,"Distal Intergenic",5,96841998,96845860,3863,1,"11745","ENSMUST00000196126.1",4713,"ENSMUSG00000029484","Anxa3","annexin A3"
"chr5",99478914,99479736,823,"*","ZF27_neurog2_peak_932",200,".",13.4379,24.5346,20.0187,676,"Intron (ENSMUST00000209346.1/320292, intron 3 of 16)",5,99217426,99252927,35502,2,"320292","ENSMUST00000168092.7",-225987,"ENSMUSG00000089809","Rasgef1b","RasGEF domain family, member 1B"
"chr5",99831485,99832106,622,"*","ZF27_neurog2_peak_933",27,".",4.95081,6.54091,2.73004,416,"Distal Intergenic",5,99730854,99753973,23120,2,"330133","ENSMUST00000198449.4",-77512,"ENSMUSG00000105218","Gm38413","predicted gene, 38413"
"chr5",101546621,101546916,296,"*","ZF27_neurog2_peak_934",38,".",5.65807,7.82968,3.87359,157,"Distal Intergenic",5,101658139,101664996,6858,2,"18096","ENSMUST00000044125.10",118080,"ENSMUSG00000035187","Nkx6-1","NK6 homeobox 1"
"chr5",102384011,102384391,381,"*","ZF27_neurog2_peak_935",183,".",12.7306,22.8722,18.3796,92,"Distal Intergenic",5,102481391,102897936,416546,1,"231532","ENSMUST00000073302.11",-97000,"ENSMUSG00000057315","Arhgap24","Rho GTPase activating protein 24"
"chr5",103858526,103858961,436,"*","ZF27_neurog2_peak_936",63,".",7.07258,10.5539,6.39365,48,"Distal Intergenic",5,103870310,103874369,4060,2,"246293","ENSMUST00000147184.1",15408,"ENSMUSG00000029312","Klhl8","kelch-like 8"
"chr5",105458271,105458906,636,"*","ZF27_neurog2_peak_937",27,".",4.95081,6.54091,2.73004,348,"Intron (ENSMUST00000112707.2/433926, intron 1 of 4)",5,105415775,105490074,74300,1,"433926","ENSMUST00000112707.2",42496,"ENSMUSG00000070639","Lrrc8b","leucine rich repeat containing 8 family, member B"
"chr5",105851569,105852045,477,"*","ZF27_neurog2_peak_938",38,".",5.65807,7.82968,3.87359,170,"Distal Intergenic",5,105876565,105914780,38216,1,"54367","ENSMUST00000150440.7",-24520,"ENSMUSG00000029290","Zfp326","zinc finger protein 326"
"chr5",110472086,110472764,679,"*","ZF27_neurog2_peak_939",106,".",9.19436,14.9412,10.6014,463,"Distal Intergenic",5,110362570,110448602,86033,2,"381668","ENSMUST00000198768.2",-23484,"ENSMUSG00000043323","Fbrsl1","fibrosin-like 1"
"chr5",111893086,111893468,383,"*","ZF27_neurog2_peak_940",77,".",7.77984,11.9797,7.74668,159,"Distal Intergenic",5,111734303,111761725,27423,2,"269683","ENSMUST00000129065.7",-131361,"ENSMUSG00000085271","E130006D01Rik","RIKEN cDNA E130006D01 gene"
"chr5",112002035,112002351,317,"*","ZF27_neurog2_peak_941",106,".",9.19436,14.9412,10.6014,179,"Distal Intergenic",5,112206763,112210002,3240,1,"75569","ENSMUST00000186834.6",-204412,"ENSMUSG00000101683","1700028D13Rik","RIKEN cDNA 1700028D13 gene"
"chr5",116569548,116570330,783,"*","ZF27_neurog2_peak_942",233,".",14.8524,27.9248,23.3699,628,"Intron (ENSMUST00000076124.6/68955, intron 1 of 12)",5,116439276,116591817,152542,2,"68955","ENSMUST00000076124.6",21487,"ENSMUSG00000063919","Srrm4","serine/arginine repetitive matrix 4"
"chr5",116592026,116592797,772,"*","ZF27_neurog2_peak_943",136,".",10.6089,18.0313,13.6208,388,"Promoter (<=1kb)",5,116439276,116591817,152542,2,"68955","ENSMUST00000076124.6",-209,"ENSMUSG00000063919","Srrm4","serine/arginine repetitive matrix 4"
"chr5",116886416,116886677,262,"*","ZF27_neurog2_peak_944",50,".",6.36532,9.16908,5.09929,40,"Distal Intergenic",5,117094959,117098811,3853,2,"71954","ENSMUST00000202684.1",212134,"ENSMUSG00000066900","Suds3","suppressor of defective silencing 3 homolog (S. cerevisiae)"
"chr5",120613121,120613372,252,"*","ZF27_neurog2_peak_945",38,".",5.65807,7.82968,3.87359,112,"Promoter (<=1kb)",5,120613127,120627627,14501,1,"71990","ENSMUST00000202672.3",0,"ENSMUSG00000029599","Ddx54","DEAD box helicase 54"
"chr5",123346130,123346892,763,"*","ZF27_neurog2_peak_946",63,".",7.07258,10.5539,6.39365,363,"Promoter (1-2kb)",5,123344500,123360278,15779,1,"77045","ENSMUST00000117971.1",1630,"ENSMUSG00000029438","Bcl7a","B cell CLL/lymphoma 7A"
"chr5",124166053,124166356,304,"*","ZF27_neurog2_peak_947",16,".",4.24355,5.30939,1.68841,0,"Intron (ENSMUST00000086123.10/19679, intron 1 of 23)",5,124143606,124185118,41513,2,"19679","ENSMUST00000161644.2",18762,"ENSMUSG00000029406","Pitpnm2","phosphatidylinositol transfer protein, membrane-associated 2"
"chr5",124206474,124206796,323,"*","ZF27_neurog2_peak_948",38,".",5.65807,7.82968,3.87359,170,"Intron (ENSMUST00000086123.10/19679, intron 1 of 23)",5,124118690,124216418,97729,2,"19679","ENSMUST00000086123.10",9622,"ENSMUSG00000029406","Pitpnm2","phosphatidylinositol transfer protein, membrane-associated 2"
"chr5",124350948,124351271,324,"*","ZF27_neurog2_peak_949",77,".",7.77984,11.9797,7.74668,203,"Promoter (<=1kb)",5,124345605,124351654,6050,2,"13445","ENSMUST00000111474.7",383,"ENSMUSG00000029394","Cdk2ap1","cyclin dependent kinase 2 associated protein 1"
"chr5",125141403,125141757,355,"*","ZF27_neurog2_peak_950",63,".",7.07258,10.5539,6.39365,177,"Intron (ENSMUST00000111402.8/20602, intron 1 of 47)",5,125017835,125124900,107066,2,"20602","ENSMUST00000055256.13",-16503,"ENSMUSG00000029478","Ncor2","nuclear receptor co-repressor 2"
"chr5",125169908,125170686,779,"*","ZF27_neurog2_peak_951",183,".",12.7306,22.8722,18.3796,552,"Intron (ENSMUST00000111402.8/20602, intron 1 of 47)",5,125017162,125179053,161892,2,"20602","ENSMUST00000086083.10",8367,"ENSMUSG00000029478","Ncor2","nuclear receptor co-repressor 2"
"chr5",125243754,125244409,656,"*","ZF27_neurog2_peak_952",38,".",5.65807,7.82968,3.87359,183,"Intron (ENSMUST00000198586.1/ENSMUST00000198586.1, intron 2 of 3)",5,125277787,125284159,6373,2,"20778","ENSMUST00000124582.1",39750,"ENSMUSG00000037936","Scarb1","scavenger receptor class B, member 1"
"chr5",125245487,125246024,538,"*","ZF27_neurog2_peak_953",183,".",12.7306,22.8722,18.3796,270,"Intron (ENSMUST00000198586.1/ENSMUST00000198586.1, intron 2 of 3)",5,125277787,125284159,6373,2,"20778","ENSMUST00000124582.1",38135,"ENSMUSG00000037936","Scarb1","scavenger receptor class B, member 1"
"chr5",125262712,125262987,276,"*","ZF27_neurog2_peak_954",16,".",4.24355,5.30939,1.68841,31,"Intron (ENSMUST00000198586.1/ENSMUST00000198586.1, intron 1 of 3)",5,125277787,125284159,6373,2,"20778","ENSMUST00000124582.1",21172,"ENSMUSG00000037936","Scarb1","scavenger receptor class B, member 1"
"chr5",126407519,126407808,290,"*","ZF27_neurog2_peak_955",16,".",4.24355,5.30939,1.68841,25,"Distal Intergenic",5,127030783,127088529,57747,1,"71247","ENSMUST00000196336.1",-622975,"ENSMUSG00000105490","4933438B17Rik","RIKEN cDNA 4933438B17 gene"
"chr5",127650845,127651227,383,"*","ZF27_neurog2_peak_956",27,".",4.95081,6.54091,2.73004,55,"Intron (ENSMUST00000137157.7/319804, intron 3 of 10)",5,127657033,127689871,32839,1,"319804","ENSMUST00000134529.1",-5806,"ENSMUSG00000049971","Glt1d1","glycosyltransferase 1 domain containing 1"
"chr5",129454949,129455332,384,"*","ZF27_neurog2_peak_957",120,".",9.90162,16.4713,12.0919,190,"Distal Intergenic",5,129501221,129571384,70164,1,"231769","ENSMUST00000053737.8",-45889,"ENSMUSG00000029439","Sfswap","splicing factor SWAP"
"chr5",130764690,130764956,267,"*","ZF27_neurog2_peak_958",50,".",6.36532,9.16908,5.09929,78,"Intron (ENSMUST00000086029.9/140904, intron 5 of 6)",5,130448801,130847412,398612,1,"140904","ENSMUST00000111288.3",315889,"ENSMUSG00000060371","Caln1","calneuron 1"
"chr5",134684069,134684354,286,"*","ZF27_neurog2_peak_959",16,".",4.24355,5.30939,1.68841,143,"Intron (ENSMUST00000015137.9/16885, intron 2 of 15)",5,134668173,134688574,20402,2,"16885","ENSMUST00000132027.1",4220,"ENSMUSG00000029674","Limk1","LIM domain kinase 1"
"chr5",136661949,136662302,354,"*","ZF27_neurog2_peak_960",27,".",4.95081,6.54091,2.73004,174,"Distal Intergenic",5,136693146,136701094,7949,1,"59310","ENSMUST00000196068.4",-30844,"ENSMUSG00000005474","Myl10","myosin, light chain 10, regulatory"
"chr5",137617055,137617349,295,"*","ZF27_neurog2_peak_961",50,".",6.36532,9.16908,5.09929,230,"Intron (ENSMUST00000031732.13/71176, intron 8 of 9)",5,137607510,137613784,6275,2,"18542","ENSMUST00000124693.7",-3271,"ENSMUSG00000029718","Pcolce","procollagen C-endopeptidase enhancer protein"
"chr5",138069551,138069837,287,"*","ZF27_neurog2_peak_962",27,".",4.95081,6.54091,2.73004,16,"Distal Intergenic",5,138085084,138107822,22739,1,"74570","ENSMUST00000019660.10",-15247,"ENSMUSG00000029729","Zkscan1","zinc finger with KRAB and SCAN domains 1"
"chr5",140438920,140439436,517,"*","ZF27_neurog2_peak_963",50,".",6.36532,9.16908,5.09929,298,"Promoter (<=1kb)",5,140439942,140442697,2756,1,"27979","ENSMUST00000199377.1",-506,"ENSMUSG00000056076","Eif3b","eukaryotic translation initiation factor 3, subunit B"
"chr5",141182378,141182691,314,"*","ZF27_neurog2_peak_964",63,".",7.07258,10.5539,6.39365,214,"Distal Intergenic",5,141241490,142215586,974097,1,"330222","ENSMUST00000085774.10",-58799,"ENSMUSG00000039683","Sdk1","sidekick cell adhesion molecule 1"
"chr5",144223097,144223604,508,"*","ZF27_neurog2_peak_965",106,".",9.19436,14.9412,10.6014,159,"Promoter (<=1kb)",5,144195351,144223547,28197,2,"70381","ENSMUST00000153103.7",0,"ENSMUSG00000066621","Tecpr1","tectonin beta-propeller repeat containing 1"
"chr5",146261007,146261324,318,"*","ZF27_neurog2_peak_966",167,".",12.0234,21.2333,16.7627,123,"Intron (ENSMUST00000162494.7/264064, intron 2 of 11)",5,146286176,146292168,5993,1,"264064","ENSMUST00000198861.1",-24852,"ENSMUSG00000029635","Cdk8","cyclin dependent kinase 8"
"chr5",148026584,148026864,281,"*","ZF27_neurog2_peak_967",16,".",4.24355,5.30939,1.68841,140,"Intron (ENSMUST00000085558.10/77521, intron 1 of 14)",5,148082888,148233624,150737,1,"77521","ENSMUST00000149336.7",-56024,"ENSMUSG00000029651","Mtus2","microtubule associated tumor suppressor candidate 2"
"chr5",149428072,149428910,839,"*","ZF27_neurog2_peak_968",106,".",9.19436,14.9412,10.6014,676,"Exon (ENSMUST00000200931.1/ENSMUST00000200931.1, exon 1 of 2)",5,149439660,149470620,30961,1,"75860","ENSMUST00000031667.7",-10750,"ENSMUSG00000029660","Tex26","testis expressed 26"
"chr6",3050513,3050893,381,"*","ZF27_neurog2_peak_969",63,".",7.07258,10.5539,6.39365,255,"Distal Intergenic",6,3288519,3317019,28501,1,"667335","ENSMUST00000201943.1",-237626,"ENSMUSG00000106779","Gm8579","spermatogenesis associated glutamate (E)-rich protein 4a pseudogene"
"chr6",3200929,3201509,581,"*","ZF27_neurog2_peak_970",106,".",9.19436,14.9412,10.6014,281,"Distal Intergenic",6,3288519,3317019,28501,1,"667335","ENSMUST00000201943.1",-87010,"ENSMUSG00000106779","Gm8579","spermatogenesis associated glutamate (E)-rich protein 4a pseudogene"
"chr6",3320160,3320958,799,"*","ZF27_neurog2_peak_971",38,".",5.65807,7.82968,3.87359,555,"Distal Intergenic",6,3288519,3317019,28501,1,"667335","ENSMUST00000201943.1",31641,"ENSMUSG00000106779","Gm8579","spermatogenesis associated glutamate (E)-rich protein 4a pseudogene"
"chr6",4923834,4924193,360,"*","ZF27_neurog2_peak_972",50,".",6.36532,9.16908,5.09929,29,"Intron (ENSMUST00000175889.7/243725, intron 2 of 15)",6,4906407,5154249,247843,1,"243725","ENSMUST00000176729.7",17427,"ENSMUSG00000032827","Ppp1r9a","protein phosphatase 1, regulatory subunit 9A"
"chr6",5875079,5875499,421,"*","ZF27_neurog2_peak_973",38,".",5.65807,7.82968,3.87359,47,"Intron (ENSMUST00000115556.7/13426, intron 6 of 16)",6,5963909,5977393,13485,2,"72249","ENSMUST00000130004.1",101894,"ENSMUSG00000085416","1700019G24Rik","RIKEN cDNA 1700019G24 gene"
"chr6",5958269,5958557,289,"*","ZF27_neurog2_peak_974",77,".",7.77984,11.9797,7.74668,146,"Intron (ENSMUST00000115556.7/13426, intron 10 of 16)",6,5963909,5977393,13485,2,"72249","ENSMUST00000130004.1",18836,"ENSMUSG00000085416","1700019G24Rik","RIKEN cDNA 1700019G24 gene"
"chr6",7960153,7960795,643,"*","ZF27_neurog2_peak_975",50,".",6.36532,9.16908,5.09929,282,"Distal Intergenic",6,8021290,8022766,1477,2,"213945","ENSMUST00000134731.1",61971,"ENSMUSG00000068794","Col28a1","collagen, type XXVIII, alpha 1"
"chr6",12336875,12337419,545,"*","ZF27_neurog2_peak_976",167,".",12.0234,21.2333,16.7627,393,"Exon (ENSMUST00000172356.7/330267, exon 19 of 28)",6,12320802,12324693,3892,2,"330267","ENSMUST00000135450.1",-12182,"ENSMUSG00000032625","Thsd7a","thrombospondin, type I, domain containing 7A"
"chr6",14652909,14653166,258,"*","ZF27_neurog2_peak_977",38,".",5.65807,7.82968,3.87359,75,"Distal Intergenic",6,14713977,14755274,41298,2,"140491","ENSMUST00000045096.5",102108,"ENSMUSG00000042717","Ppp1r3a","protein phosphatase 1, regulatory subunit 3A"
"chr6",29539739,29540347,609,"*","ZF27_neurog2_peak_978",120,".",9.90162,16.4713,12.0919,250,"Promoter (<=1kb)",6,29541146,29541858,713,1,"27056","ENSMUST00000171527.1",-799,"ENSMUSG00000029771","Irf5","interferon regulatory factor 5"
"chr6",29747936,29748958,1023,"*","ZF27_neurog2_peak_979",151,".",11.3161,19.6192,15.1778,479,"Intron (ENSMUST00000001812.4/319757, intron 1 of 11)",6,29735694,29761365,25672,1,"319757","ENSMUST00000001812.4",12242,"ENSMUSG00000001761","Smo","smoothened, frizzled class receptor"
"chr6",30168625,30169187,563,"*","ZF27_neurog2_peak_980",27,".",4.95081,6.54091,2.73004,115,"Promoter (<=1kb)",6,30169446,30169551,106,2,"723886","ENSMUST00000083652.1",364,"ENSMUSG00000065586","Mir96","microRNA 96"
"chr6",35572785,35573105,321,"*","ZF27_neurog2_peak_981",27,".",4.95081,6.54091,2.73004,193,"Distal Intergenic",6,35508906,35539888,30983,2,"14489","ENSMUST00000031866.8",-32897,"ENSMUSG00000029840","Mtpn","myotrophin"
"chr6",37206876,37207186,311,"*","ZF27_neurog2_peak_982",27,".",4.95081,6.54091,2.73004,234,"Intron (ENSMUST00000101532.9/320127, intron 1 of 33)",6,36847156,37299637,452482,2,"320127","ENSMUST00000042075.7",92451,"ENSMUSG00000038665","Dgki","diacylglycerol kinase, iota"
"chr6",42075494,42075771,278,"*","ZF27_neurog2_peak_983",27,".",4.95081,6.54091,2.73004,39,"Distal Intergenic",6,42038394,42042851,4458,1,"20939","ENSMUST00000024059.4",37100,"ENSMUSG00000023289","Sva","seminal vesicle antigen"
"chr6",46393957,46394259,303,"*","ZF27_neurog2_peak_984",16,".",4.24355,5.30939,1.68841,151,"Intron (ENSMUST00000114641.7/66797, intron 11 of 23)",6,46170215,46435576,265362,1,"66797","ENSMUST00000196561.1",223742,"ENSMUSG00000039419","Cntnap2","contactin associated protein-like 2"
"chr6",47652706,47653135,430,"*","ZF27_neurog2_peak_985",50,".",6.36532,9.16908,5.09929,357,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-57365,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47658403,47658840,438,"*","ZF27_neurog2_peak_986",27,".",4.95081,6.54091,2.73004,85,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-63062,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47659955,47660396,442,"*","ZF27_neurog2_peak_987",63,".",7.07258,10.5539,6.39365,74,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-64614,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47660868,47661546,679,"*","ZF27_neurog2_peak_988",50,".",6.36532,9.16908,5.09929,282,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-65527,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47665316,47665900,585,"*","ZF27_neurog2_peak_989",38,".",5.65807,7.82968,3.87359,442,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-69975,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47669732,47670528,797,"*","ZF27_neurog2_peak_990",38,".",5.65807,7.82968,3.87359,675,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-74391,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47672883,47673413,531,"*","ZF27_neurog2_peak_991",38,".",5.65807,7.82968,3.87359,153,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-77542,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47673834,47674174,341,"*","ZF27_neurog2_peak_992",50,".",6.36532,9.16908,5.09929,90,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-78493,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47678241,47679124,884,"*","ZF27_neurog2_peak_993",50,".",6.36532,9.16908,5.09929,711,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-82900,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47682466,47683406,941,"*","ZF27_neurog2_peak_994",63,".",7.07258,10.5539,6.39365,182,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-87125,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"chr6",47685908,47686372,465,"*","ZF27_neurog2_peak_995",50,".",6.36532,9.16908,5.09929,87,"Distal Intergenic",6,47552386,47595341,42956,2,"14056","ENSMUST00000133043.2",-90567,"ENSMUSG00000029687","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
